0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,483,477,568
0,0,0,0,0,0,0,0,511,506,500,494,488,482,477,568
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,477,568
0,0,0,0,0,0,0,0,511,506,500,495,489,483,477,568
0,0,0,0,0,0,0,0,511,506,501,495,489,484,478,569
0,0,0,0,0,0,0,0,511,506,500,494,488,482,477,568
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,499,493,487,481,475,566
0,0,0,0,0,0,0,0,511,505,498,492,486,479,473,564
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,505,499,493,486,480,474,565
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,512,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,568
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,507,501,496,490,484,479,570
0,0,0,0,0,0,0,0,512,507,502,497,491,486,481,571
0,0,0,0,0,0,0,0,511,506,500,494,488,483,477,568
0,0,0,0,0,0,0,0,511,506,501,495,489,483,478,569
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,568
0,0,0,0,0,0,0,0,511,506,500,494,488,483,477,568
0,0,0,0,0,0,0,0,511,506,500,494,488,483,477,568
0,0,0,0,0,0,0,0,511,506,501,495,489,483,477,568
0,0,0,0,0,0,0,0,512,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,505,497,491,484,477,471,562
0,0,0,0,0,0,0,0,512,505,498,492,485,478,471,563
0,0,0,0,0,0,0,0,511,509,505,501,496,492,487,577
0,0,0,0,0,0,0,0,512,507,501,496,490,485,480,571
0,0,0,0,0,0,0,0,511,506,500,494,488,482,477,568
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,568
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,505,499,492,486,479,473,564
0,0,0,0,0,0,0,0,511,506,499,493,486,480,473,564
0,0,0,0,0,0,0,0,511,506,500,494,487,481,475,566
0,0,0,0,0,0,0,0,512,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,512,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,507,502,497,492,486,481,572
0,0,0,0,0,0,0,0,511,506,500,495,489,483,478,569
0,0,0,0,0,0,0,0,511,505,497,490,483,477,470,561
0,0,0,0,0,0,0,0,512,507,502,497,492,486,481,572
0,0,0,0,0,0,0,0,511,507,501,495,490,484,479,570
0,0,0,0,0,0,0,0,511,506,500,494,488,482,477,568
0,0,0,0,0,0,0,0,512,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,512,507,502,497,492,486,481,572
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
